机器质量等级,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
L,1401,44.9,6.586900523560209,203,0,Normal
L,1456,46.3,7.058931937172775,208,0,Normal
L,1727,26.5,4.792198952879581,213,0,Normal
L,1495,36.8,5.760837696335078,215,0,Normal
L,1544,34.3,5.545465968586387,0,0,Normal
L,1387,47.3,6.8696439790575905,2,0,Normal
L,1794,26.1,4.902973821989529,7,0,Normal
L,1477,41.7,6.44930890052356,15,0,Normal
L,1397,53.0,7.752984293193717,17,0,Normal
L,1616,34.0,5.753298429319372,19,0,Normal
L,1845,21.9,4.230942408376963,27,0,Normal
L,1430,43.1,6.453717277486911,29,0,Normal
L,2080,19.2,4.1817801047120415,31,0,Normal
L,1424,45.2,6.739769633507854,39,0,Normal
L,1462,50.0,7.654450261780105,51,0,Normal
L,1565,37.8,6.194450261780104,59,0,Normal
L,1281,51.7,6.934837696335078,61,0,Normal
L,1383,44.3,6.415382198952879,72,0,Normal
L,1482,45.6,7.076356020942408,87,0,Normal
L,1658,31.4,5.4514345549738215,89,0,Normal
L,2170,18.2,4.1354973821989525,91,0,Normal
L,1543,31.1,5.024848167539267,96,0,Normal
L,1435,44.8,6.731727748691099,98,0,Normal
L,1320,56.4,7.795602094240838,100,0,Normal
L,1508,45.7,7.216293193717278,108,0,Normal
L,1451,42.0,6.381361256544503,110,0,Normal
L,1354,49.4,7.003937172774868,117,0,Normal
L,1265,59.8,7.921151832460733,119,0,Normal
L,1867,25.9,5.063382198952879,121,0,Normal
L,1497,41.6,6.52096335078534,123,0,Normal
L,1544,43.2,6.984376963350786,128,0,Normal
L,1335,52.7,7.3669633507853405,135,0,Normal
L,1452,43.1,6.553005235602095,137,0,Normal
L,1290,70.0,9.455497382198953,139,1,PWF
L,1448,43.4,6.580439790575916,141,0,Normal
L,1611,38.6,6.511476439790576,143,0,Normal
L,1556,38.6,6.289172774869111,145,0,Normal
L,1545,35.9,5.807905759162304,152,0,Normal
L,1330,54.6,7.603979057591623,154,0,Normal
L,1596,38.0,6.350575916230366,156,0,Normal
L,1618,36.0,6.099267015706806,158,0,Normal
L,1354,52.2,7.400921465968587,165,0,Normal
L,1746,28.1,5.137445026178011,167,0,Normal
L,1621,32.5,5.516492146596859,169,0,Normal
L,1398,43.3,6.338575916230366,171,0,Normal
L,1434,51.9,7.793151832460732,173,0,Normal
L,1488,44.6,6.949193717277487,178,0,Normal
L,1433,50.3,7.547633507853402,183,0,Normal
L,1793,25.3,4.7500418848167545,200,0,Normal
L,1872,20.4,3.9988272251308894,202,0,Normal
L,1412,44.5,6.579476439790576,204,0,Normal
L,1487,43.2,6.726534031413613,206,0,Normal
L,1369,56.2,8.056314136125655,208,1,OSF
L,1673,30.1,5.273015706806283,210,0,Normal
L,1574,42.8,7.0541570680628265,215,0,Normal
L,1281,48.8,6.545842931937172,0,0,Normal
L,1414,47.0,6.958952879581152,11,0,Normal
L,1987,20.1,4.182062827225131,21,0,Normal
L,1533,39.4,6.324628272251308,26,0,Normal
L,1981,21.8,4.522073298429319,36,0,Normal
L,1416,54.1,8.02152879581152,48,0,Normal
L,1727,27.7,5.009204188481675,50,0,Normal
L,1391,49.2,7.166198952879581,52,0,Normal
L,1366,55.6,7.952837696335079,57,0,Normal
L,1501,40.8,6.412649214659686,59,0,Normal
L,1551,35.8,5.814219895287958,61,0,Normal
L,1369,49.8,7.138869109947644,66,0,Normal
L,1334,52.3,7.305570680628272,68,0,Normal
L,1589,37.9,6.306083769633508,75,0,Normal
L,1708,30.5,5.454869109947644,77,0,Normal
L,1421,45.9,6.829727748691099,85,0,Normal
L,1348,51.0,7.198743455497382,87,0,Normal
L,1408,42.9,6.324942408376963,89,0,Normal
L,1525,43.7,6.9782722513089,91,0,Normal
L,1706,29.9,5.341298429319371,93,0,Normal
L,1602,34.3,5.753780104712042,100,0,Normal
L,1907,21.5,4.293246073298429,102,0,Normal
L,1325,49.2,6.826178010471205,104,0,Normal
L,1408,44.4,6.546094240837696,106,0,Normal
L,1680,29.2,5.13675392670157,111,0,Normal
L,1517,42.4,6.735162303664921,113,0,Normal
L,1455,39.8,6.063769633507853,118,0,Normal
L,1469,37.2,5.722178010471205,128,0,Normal
L,1521,36.7,5.845099476439791,130,0,Normal
L,1584,38.8,6.4355183246073295,132,0,Normal
L,1443,43.3,6.542607329842931,134,0,Normal
L,1471,44.2,6.808188481675393,148,0,Normal
L,1399,55.1,8.071717277486911,156,0,Normal
L,1431,42.6,6.38330890052356,158,0,Normal
L,1600,39.0,6.534031413612565,160,0,Normal
L,1593,34.5,5.7548167539267014,162,0,Normal
L,1469,44.7,6.875842931937173,164,0,Normal
L,1413,44.6,6.598931937172775,166,0,Normal
L,1490,38.0,5.928795811518325,168,0,Normal
L,1671,31.1,5.441685863874346,170,0,Normal
L,1365,46.5,6.646335078534031,172,0,Normal
L,1440,45.4,6.84565445026178,177,0,Normal
L,1733,25.7,4.663675392670157,182,0,Normal
L,1856,21.9,4.2561675392670155,189,0,Normal
L,1454,40.3,6.1357277486910995,191,0,Normal
L,1495,36.3,5.682565445026177,193,0,Normal
L,1761,29.1,5.365979057591623,195,0,Normal
L,1670,33.0,5.770680628272252,200,0,Normal
L,1582,35.6,5.897298429319372,202,0,Normal
L,1542,35.1,5.6674554973822,204,0,Normal
L,1539,36.9,5.946502617801047,206,0,Normal
L,1418,41.9,6.221382198952879,208,0,Normal
L,1723,27.6,4.9795602094240845,210,0,Normal
L,1303,49.2,6.712837696335079,212,0,Normal
L,1544,39.3,6.353842931937172,217,0,Normal
L,1596,37.2,6.216879581151833,219,0,Normal
L,1413,42.0,6.214240837696335,221,0,Normal
L,1624,40.9,6.955141361256544,0,0,Normal
L,1504,39.1,6.157738219895288,2,0,Normal
L,1474,50.7,7.825319371727749,10,0,Normal
L,1675,32.1,5.630104712041885,12,0,Normal
L,1457,44.5,6.789162303664922,14,0,Normal
L,1434,49.8,7.477821989528795,16,0,Normal
L,1668,30.1,5.257256544502618,18,0,Normal
L,1550,39.7,6.4434554973822,20,0,Normal
L,1355,50.6,7.179371727748691,37,0,Normal
L,1700,28.8,5.126701570680629,39,0,Normal
L,1462,37.1,5.679602094240838,41,0,Normal
L,1674,33.3,5.837089005235602,46,0,Normal
L,1397,42.3,6.1877591623036645,48,0,Normal
L,2323,15.9,3.8676125654450266,50,0,Normal
L,1560,35.3,5.766282722513088,55,0,Normal
L,1573,32.8,5.402554973821989,57,0,Normal
L,1567,35.1,5.759340314136126,64,0,Normal
L,1416,53.3,7.902910994764398,66,0,Normal
L,1760,23.9,4.404607329842932,76,0,Normal
L,1348,44.5,6.281256544502618,78,0,Normal
L,1542,33.6,5.425256544502618,80,0,Normal
L,1566,33.1,5.427706806282723,82,0,Normal
L,1554,47.7,7.76186387434555,84,0,Normal
L,1470,40.6,6.249424083769633,86,0,Normal
L,1459,45.1,6.8901465968586395,97,0,Normal
L,1494,45.3,7.086722513089005,99,0,Normal
L,1731,27.9,5.057057591623036,101,0,Normal
L,2076,18.7,4.065047120418848,103,0,Normal
L,2055,16.8,3.6150785340314138,105,0,Normal
L,1469,49.5,7.614188481675392,107,0,Normal
L,1426,52.1,7.779539267015707,121,0,Normal
L,1458,41.4,6.320544502617801,123,0,Normal
L,1533,45.8,7.351979057591622,125,0,Normal
L,1701,28.4,5.058471204188481,127,0,Normal
L,1434,49.6,7.4477905759162315,129,0,Normal
L,1952,22.7,4.639832460732984,131,0,Normal
L,1469,36.9,5.676031413612566,133,0,Normal
L,1800,26.0,4.900523560209424,135,0,Normal
L,1647,28.2,4.863392670157068,140,0,Normal
L,1494,41.9,6.55482722513089,142,0,Normal
L,1634,32.6,5.577842931937173,155,0,Normal
L,1334,53.3,7.445256544502618,157,0,Normal
L,1472,44.5,6.859057591623037,159,0,Normal
L,1597,37.9,6.337832460732984,164,0,Normal
L,1274,55.7,7.43055497382199,169,0,Normal
L,1300,57.2,7.786387434554974,174,0,Normal
L,1464,45.8,7.021068062827225,184,0,Normal
L,1598,35.4,5.9234764397905755,186,0,Normal
L,1894,21.9,4.34330890052356,188,0,Normal
L,1533,35.6,5.714638743455498,198,0,Normal
L,1592,36.0,6.001256544502618,14,0,Normal
L,1555,41.9,6.822460732984293,19,0,Normal
L,1341,52.6,7.386031413612566,21,0,Normal
L,1541,42.0,6.7771727748691095,23,0,Normal
L,1414,50.6,7.491979057591624,25,0,Normal
L,1764,25.9,4.784041884816753,27,0,Normal
L,1336,57.1,7.988020942408378,29,0,Normal
L,1435,43.3,6.506335078534031,31,0,Normal
L,1369,48.8,6.995518324607329,36,0,Normal
L,1440,51.1,7.705130890052356,41,0,Normal
L,1649,30.5,5.266439790575916,43,0,Normal
L,1471,45.2,6.962219895287958,48,0,Normal
L,1483,51.6,8.012858638743456,50,0,Normal
L,1336,54.4,7.6103036649214655,52,0,Normal
L,1515,36.6,5.806178010471204,54,0,Normal
L,1373,47.4,6.814680628272251,56,0,Normal
L,1646,34.5,5.946282722513089,63,0,Normal
L,1702,33.1,5.899078534031414,71,0,Normal
L,1409,60.9,8.985141361256543,73,0,Normal
L,1438,48.5,7.302931937172775,78,1,RNF
L,1450,43.4,6.5895287958115185,80,0,Normal
L,1541,41.3,6.664219895287958,82,0,Normal
L,1496,46.4,7.268523560209424,90,0,Normal
L,2113,18.5,4.093246073298429,95,0,Normal
L,1689,28.9,5.111214659685864,100,0,Normal
L,1650,29.4,5.0795811518324605,102,0,Normal
L,1563,33.8,5.5318743455497374,104,0,Normal
L,1732,25.7,4.660984293193717,109,0,Normal
L,1653,31.6,5.4696125654450265,111,0,Normal
L,1535,37.1,5.963193717277487,113,0,Normal
L,1637,37.2,6.376586387434555,115,0,Normal
L,1533,38.5,6.180157068062827,117,0,Normal
L,1378,51.2,7.387811518324608,119,0,Normal
L,1606,33.5,5.633612565445026,121,0,Normal
L,1539,32.3,5.205204188481675,123,0,Normal
L,1728,26.3,4.7587853403141365,125,0,Normal
L,1396,49.3,7.206575916230367,142,0,Normal
L,1390,52.5,7.641361256544503,144,0,Normal
L,1348,56.0,7.904502617801047,146,0,Normal
L,1520,37.6,5.984502617801047,151,0,Normal
L,1509,33.0,5.21434554973822,153,0,Normal
L,1445,46.6,7.050994764397906,155,0,Normal
L,1354,51.8,7.344209424083769,157,0,Normal
L,1488,39.4,6.138973821989529,159,0,Normal
L,1750,30.6,5.607329842931938,171,0,Normal
L,1448,46.3,7.0201465968586385,173,0,Normal
L,1486,37.1,5.7728376963350785,186,0,Normal
L,1314,42.4,5.833884816753926,198,0,Normal
L,1440,52.5,7.9162303664921465,200,0,Normal
L,1608,39.5,6.650890052356021,202,0,Normal
L,1507,46.1,7.2746282722513085,209,0,Normal
L,1416,40.4,5.990198952879581,214,0,Normal
L,1288,47.2,6.365821989528796,216,0,Normal
L,1608,39.2,6.600376963350786,221,0,Normal
L,1920,22.3,4.483350785340314,223,0,Normal
L,1683,31.5,5.551256544502618,8,0,Normal
L,1529,36.2,5.7957905759162305,10,0,Normal
L,1761,26.5,4.886544502617801,12,0,Normal
L,1570,38.3,6.296439790575915,14,0,Normal
L,1431,39.3,5.88882722513089,22,0,Normal
L,1931,22.0,4.4483769633507855,24,0,Normal
L,1564,36.2,5.928460732984293,31,0,Normal
L,1597,30.5,5.1003664921465965,38,0,Normal
L,1425,45.3,6.759424083769633,48,0,Normal
L,1398,38.2,5.5920000000000005,50,0,Normal
L,1519,43.9,6.982628272251308,55,0,Normal
L,1619,34.9,5.91655497382199,57,0,Normal
L,1814,21.4,4.064879581151832,59,0,Normal
L,1521,39.4,6.275120418848168,61,0,Normal
L,1356,65.3,9.271916230366493,66,1,PWF
L,1336,53.3,7.45641884816754,68,0,Normal
L,1403,48.3,7.0958010471204185,70,0,Normal
L,1472,47.6,7.336879581151832,75,0,Normal
L,1397,53.7,7.8553821989528805,80,0,Normal
L,1455,40.6,6.18565445026178,82,0,Normal
L,1754,27.7,5.08751832460733,84,0,Normal
L,1471,37.9,5.83779057591623,86,0,Normal
L,1426,46.2,6.898554973821989,97,0,Normal
L,1496,38.3,5.9996649214659685,99,0,Normal
L,1433,42.6,6.3922303664921465,101,0,Normal
L,1311,55.8,7.660083769633508,118,0,Normal
L,1316,56.5,7.785759162303665,120,0,Normal
L,1382,51.2,7.409256544502619,136,0,Normal
L,2003,20.2,4.236712041884816,138,0,Normal
L,1748,29.9,5.472795811518324,140,0,Normal
L,1475,42.0,6.486910994764398,147,0,Normal
L,1634,29.2,4.996104712041884,149,0,Normal
L,1689,32.9,5.818649214659685,151,0,Normal
L,2235,15.8,3.697696335078534,156,0,Normal
L,1615,35.6,6.020314136125655,158,0,Normal
L,1450,43.3,6.5743455497382195,168,0,Normal
L,1889,23.8,4.707664921465969,170,0,Normal
L,1568,38.2,6.272,172,0,Normal
L,1804,25.8,4.873633507853404,174,0,Normal
L,1582,37.5,6.212041884816754,176,0,Normal
L,1601,34.0,5.699895287958115,181,0,Normal
L,1615,32.0,5.4115183246073295,183,0,Normal
L,1813,28.5,5.410523560209424,197,0,Normal
L,1492,36.7,5.73365445026178,199,0,Normal
L,1479,43.3,6.705832460732984,201,0,Normal
L,1339,59.1,8.286376963350786,203,1,OSF
L,1468,36.2,5.564565445026179,208,0,Normal
L,1517,41.7,6.623968586387435,210,0,Normal
L,1352,46.4,6.568879581151832,212,0,Normal
L,1389,50.0,7.272251308900524,214,0,Normal
L,1538,36.7,5.910429319371729,3,0,Normal
L,1482,37.0,5.741780104712042,5,0,Normal
L,1476,39.0,6.027643979057592,10,0,Normal
L,1509,37.5,5.925392670157068,12,0,Normal
L,1708,29.1,5.20448167539267,14,0,Normal
L,1412,57.5,8.501570680628273,16,0,Normal
L,1658,28.5,4.947958115183246,18,0,Normal
L,1375,57.2,8.235602094240837,20,0,Normal
L,1616,29.6,5.008753926701571,47,0,Normal
L,1442,43.2,6.522973821989529,49,0,Normal
L,1407,45.1,6.644575916230367,51,0,Normal
L,1432,48.1,7.21248167539267,59,0,Normal
L,1438,49.0,7.378219895287958,61,0,Normal
L,1534,41.3,6.633947643979058,69,0,Normal
L,1925,22.0,4.43455497382199,74,0,Normal
L,1457,47.7,7.277371727748692,82,0,Normal
L,1453,43.9,6.6792356020942405,84,0,Normal
L,1578,44.4,7.336460732984293,86,0,Normal
L,1471,39.3,6.053434554973822,91,0,Normal
L,1457,37.4,5.705947643979057,96,0,Normal
L,1402,55.3,8.118387434554974,98,0,Normal
L,1477,41.5,6.418376963350785,100,0,Normal
L,1995,20.2,4.21979057591623,105,0,Normal
L,1370,52.5,7.531413612565445,107,0,Normal
L,1228,66.4,8.538136125654452,109,0,Normal
L,1499,38.0,5.964607329842932,111,0,Normal
L,1473,44.2,6.817445026178011,116,0,Normal
L,1429,42.5,6.359424083769634,123,0,Normal
L,1470,40.9,6.295602094240838,125,0,Normal
L,1581,37.0,6.125340314136126,127,0,Normal
L,1740,28.9,5.265549738219895,129,0,Normal
L,1586,33.4,5.546848167539267,142,0,Normal
L,1589,34.3,5.707089005235602,144,0,Normal
L,1486,45.7,7.111015706806282,146,0,Normal
L,1755,27.9,5.12717277486911,148,0,Normal
L,1564,37.0,6.059476439790576,165,0,Normal
L,1711,29.1,5.213623036649215,170,0,Normal
L,1555,35.3,5.747801047120418,172,0,Normal
L,1236,64.4,8.3349109947644,177,1,OSF
L,1634,31.2,5.338303664921465,182,0,Normal
L,1508,41.5,6.553089005235602,184,0,Normal
L,1774,29.6,5.498471204188482,186,0,Normal
L,1677,29.1,5.110020942408378,188,0,Normal
L,1399,58.0,8.496544502617802,190,1,OSF
L,1570,34.0,5.5895287958115185,192,0,Normal
L,1479,44.3,6.860701570680628,194,0,Normal
L,1558,34.9,5.693633507853403,196,0,Normal
L,1358,48.1,6.839769633507854,198,0,Normal
L,1523,35.8,5.709256544502617,205,0,Normal
L,1448,38.2,5.792000000000001,218,0,Normal
L,1416,42.2,6.257089005235603,225,0,Normal
L,1577,37.9,6.258460732984293,227,1,TWF
L,1633,27.8,4.75365445026178,0,0,Normal
L,1573,31.2,5.1390157068062825,2,0,Normal
L,1517,44.3,7.036973821989528,4,0,Normal
L,1515,37.3,5.917225130890052,6,0,Normal
L,1527,45.3,7.243256544502617,8,0,Normal
L,1282,67.9,9.114952879581152,10,1,PWF
L,1492,44.6,6.967874345549738,15,0,Normal
L,1975,19.7,4.074083769633508,17,0,Normal
L,1475,35.3,5.452094240837695,19,0,Normal
L,1553,35.8,5.82171727748691,26,0,Normal
L,1918,21.7,4.358178010471204,28,0,Normal
L,1437,56.0,8.426387434554973,33,0,Normal
L,1450,45.9,6.969109947643979,35,0,Normal
L,1749,26.4,4.834931937172775,40,0,Normal
L,1428,45.3,6.7736544502617795,47,0,Normal
L,1578,38.4,6.345047120418847,49,0,Normal
L,1571,39.9,6.5636544502617795,51,0,Normal
L,1729,30.2,5.467623036649214,53,0,Normal
L,1701,30.4,5.414701570680628,55,0,Normal
L,1493,45.8,7.160146596858638,57,0,Normal
L,1497,43.2,6.771769633507853,62,0,Normal
L,1679,29.8,5.239183246073299,64,0,Normal
L,1296,54.9,7.450303664921465,69,0,Normal
L,1404,41.8,6.145256544502618,71,0,Normal
L,1447,40.7,6.166795811518325,82,0,Normal
L,1407,40.5,5.966858638743456,87,0,Normal
L,1434,44.5,6.681989528795811,89,0,Normal
L,1360,48.8,6.949528795811518,91,0,Normal
L,1402,53.7,7.883497382198954,93,0,Normal
L,1552,34.9,5.671706806282722,95,0,Normal
L,1392,44.2,6.44255497382199,97,0,Normal
L,1521,41.0,6.529947643979058,99,0,Normal
L,1724,27.5,4.964397905759163,101,0,Normal
L,1470,49.3,7.588586387434555,116,0,Normal
L,1612,32.9,5.553382198952879,129,0,Normal
L,1479,38.2,5.916,139,0,Normal
L,1413,50.1,7.412701570680628,141,0,Normal
L,2165,17.4,3.944607329842932,143,0,Normal
L,1576,30.4,5.016795811518324,151,0,Normal
L,1467,37.1,5.699026178010472,153,0,Normal
L,1479,41.2,6.380607329842932,155,0,Normal
L,1596,33.9,5.665382198952879,157,0,Normal
L,1414,38.8,5.744837696335078,162,0,Normal
L,1390,57.4,8.35455497382199,164,0,Normal
L,1644,31.6,5.439832460732984,166,0,Normal
L,1324,52.4,7.264670157068062,171,0,Normal
L,1476,43.6,6.7385968586387435,173,0,Normal
L,2204,16.6,3.83103664921466,175,0,Normal
L,1445,41.7,6.309581151832462,180,0,Normal
L,1492,46.3,7.233465968586387,187,0,Normal
L,1405,61.2,9.003769633507853,189,1,OSF
L,1542,35.5,5.732041884816754,191,0,Normal
L,1520,37.7,6.0004188481675405,193,0,Normal
L,1538,36.1,5.813801047120419,198,0,Normal
L,1615,30.9,5.225497382198953,200,0,Normal
L,1408,47.0,6.929424083769634,202,0,Normal
L,1379,57.3,8.274,204,1,OSF
L,1493,37.8,5.909465968586387,206,1,TWF
L,1376,49.1,7.074513089005237,0,0,Normal
L,1436,45.3,6.811602094240837,8,0,Normal
L,1417,47.6,7.062743455497382,10,0,Normal
L,1641,33.4,5.739204188481675,12,0,Normal
L,1541,39.1,6.309225130890053,17,0,Normal
L,1383,46.6,6.748460732984293,19,0,Normal
L,1368,46.8,6.703916230366492,21,0,Normal
L,1570,35.2,5.786806282722514,23,0,Normal
L,1616,33.5,5.6686910994764395,25,0,Normal
L,2021,18.8,3.978513089005236,30,0,Normal
L,1711,28.9,5.17779057591623,38,0,Normal
L,1628,32.2,5.48917277486911,43,0,Normal
L,1233,64.6,8.340502617801047,45,0,Normal
L,1461,40.6,6.2111623036649215,47,0,Normal
L,1568,38.3,6.288418848167539,49,0,Normal
L,1432,54.4,8.157151832460734,51,0,Normal
L,1719,29.5,5.31,62,0,Normal
L,1611,35.2,5.937926701570681,70,0,Normal
L,1317,50.9,7.0194031413612565,75,0,Normal
L,1248,61.4,8.02379057591623,77,0,Normal
L,1932,21.7,4.3899895287958115,79,0,Normal
L,1614,31.6,5.340565445026178,84,0,Normal
L,1529,38.7,6.196052356020942,91,0,Normal
L,1429,39.4,5.895560209424084,98,0,Normal
L,1428,44.1,6.594219895287958,103,0,Normal
L,1385,49.2,7.135287958115184,105,0,Normal
L,1517,39.4,6.25861780104712,107,0,Normal
L,1437,51.2,7.704125654450262,112,0,Normal
L,1532,37.5,6.015706806282722,119,0,Normal
L,1563,34.4,5.630073298429319,124,0,Normal
L,1617,34.5,5.84151832460733,126,0,Normal
L,1382,50.4,7.293486910994765,131,0,Normal
L,2090,17.8,3.8954973821989527,133,0,Normal
L,1446,44.5,6.737905759162303,135,0,Normal
L,1440,47.6,7.17738219895288,140,0,Normal
L,1544,36.0,5.8203141361256545,148,0,Normal
L,1321,48.8,6.750240837696334,150,0,Normal
L,1514,40.0,6.341361256544503,155,0,Normal
L,1286,64.9,8.739413612565446,160,0,Normal
L,1351,46.9,6.6347539267015705,165,0,Normal
L,1721,32.3,5.820764397905759,170,0,Normal
L,1455,40.4,6.155183246073299,172,0,Normal
L,1425,49.5,7.386125654450262,174,0,Normal
L,1672,29.7,5.199832460732985,176,0,Normal
L,1395,48.1,7.0261256544502615,201,0,Normal
L,1681,28.6,5.034198952879581,206,0,Normal
L,1451,48.6,7.384146596858639,208,0,Normal
L,1827,23.0,4.400104712041885,6,0,Normal
L,1650,29.6,5.114136125654451,13,0,Normal
L,1275,60.7,8.10392670157068,15,0,Normal
L,1421,44.6,6.636293193717277,17,0,Normal
L,1557,33.8,5.510638743455497,19,0,Normal
L,1506,35.2,5.550910994764398,21,0,Normal
L,1362,49.1,7.002534031413612,23,0,Normal
L,1542,47.1,7.605047120418848,25,0,Normal
L,1496,38.8,6.077989528795811,27,0,Normal
L,1565,34.8,5.702827225130889,32,0,Normal
L,1481,37.9,5.877476439790576,34,0,Normal
L,1398,54.8,8.022031413612565,39,0,Normal
L,1430,56.7,8.490157068062826,44,0,Normal
L,1441,40.1,6.05069109947644,46,0,Normal
L,1738,28.7,5.22309947643979,51,0,Normal
L,1571,33.1,5.445036649214661,65,0,Normal
L,1321,46.9,6.487424083769634,75,0,Normal
L,1546,36.7,5.94117277486911,77,0,Normal
L,1506,38.8,6.11861780104712,87,0,Normal
L,1694,28.7,5.0908691099476435,94,0,Normal
L,1541,37.0,5.970366492146597,96,0,Normal
L,1514,44.6,7.0706178010471215,98,0,Normal
L,1485,45.9,7.137329842931937,100,0,Normal
L,1430,55.0,8.235602094240837,102,0,Normal
L,1771,27.1,5.025560209424085,104,0,Normal
L,1481,41.9,6.49779057591623,106,0,Normal
L,1410,48.3,7.131204188481675,118,0,Normal
L,1656,34.3,5.947727748691099,120,0,Normal
L,1450,55.0,8.350785340314136,135,0,Normal
L,1680,33.8,5.945968586387433,140,0,Normal
L,1678,30.5,5.359057591623037,142,0,Normal
L,1526,46.4,7.4142827225130885,150,0,Normal
L,1351,58.2,8.233319371727749,155,0,Normal
L,1601,35.8,6.001654450261779,160,0,Normal
L,1649,33.6,5.801717277486911,168,0,Normal
L,2151,17.5,3.9416230366492147,173,0,Normal
L,1526,45.6,7.2864502617801055,175,0,Normal
L,1601,31.7,5.314314136125654,180,0,Normal
L,1560,40.8,6.664712041884816,182,0,Normal
L,1544,41.9,6.774198952879581,184,0,Normal
L,1423,44.2,6.586031413612566,189,0,Normal
L,1614,33.5,5.661675392670157,191,0,Normal
L,1503,42.2,6.641528795811519,196,0,Normal
L,1540,39.9,6.43413612565445,203,0,Normal
L,1518,36.4,5.785884816753926,0,0,Normal
L,1527,41.4,6.619664921465968,2,0,Normal
L,1377,55.3,7.973623036649213,4,0,Normal
L,1393,56.1,8.182963350785341,12,0,Normal
L,1448,36.8,5.5797277486910986,14,0,Normal
L,1418,49.3,7.320146596858638,16,0,Normal
L,1523,39.2,6.251476439790577,24,0,Normal
L,1353,59.4,8.41551832460733,26,0,Normal
L,1570,34.0,5.5895287958115185,31,0,Normal
L,1621,34.1,5.78807329842932,36,0,Normal
L,1769,26.1,4.834649214659686,38,0,Normal
L,1282,66.1,8.873319371727748,40,0,Normal
L,1581,30.3,5.016157068062827,42,0,Normal
L,1656,32.7,5.67028272251309,44,0,Normal
L,1648,31.7,5.470324607329843,46,0,Normal
L,1639,31.4,5.38896335078534,48,0,Normal
L,1348,54.8,7.735120418848167,50,0,Normal
L,1537,33.3,5.359382198952879,52,0,Normal
L,1662,34.4,5.986680628272251,57,0,Normal
L,1337,45.8,6.412,62,0,Normal
L,1519,44.6,7.093968586387436,69,0,Normal
L,1378,47.3,6.825068062827224,71,0,Normal
L,1696,27.5,4.883769633507853,73,0,Normal
L,1376,50.8,7.319455497382199,75,0,Normal
L,1807,24.2,4.578994764397906,77,0,Normal
L,1598,32.8,5.488418848167538,79,0,Normal
L,1565,40.2,6.587748691099478,81,0,Normal
L,1387,50.6,7.348921465968586,83,0,Normal
L,1395,48.0,7.01151832460733,85,0,Normal
L,1313,52.9,7.2730575916230364,93,0,Normal
L,1505,35.9,5.657539267015707,95,0,Normal
L,1740,31.1,5.666387434554974,113,0,Normal
L,1692,27.4,4.854534031413612,115,0,Normal
L,1507,42.5,6.706544502617801,117,0,Normal
L,1379,54.5,7.869685863874346,122,0,Normal
L,1523,38.5,6.139842931937173,124,0,Normal
L,1560,30.2,4.933193717277487,139,0,Normal
L,1384,48.6,7.0431832460732995,141,0,Normal
L,1841,24.6,4.742261780104712,143,0,Normal
L,1663,29.1,5.067361256544503,145,1,RNF
L,1418,42.7,6.340167539267016,147,0,Normal
L,1775,26.6,4.943979057591623,149,0,Normal
L,1406,48.4,7.125696335078533,151,0,Normal
L,1480,43.7,6.772356020942409,153,0,Normal
L,1412,45.3,6.697759162303665,155,0,Normal
L,1629,37.6,6.41365445026178,162,0,Normal
L,1939,21.4,4.3449842931937175,164,0,Normal
L,1330,54.4,7.576125654450262,171,0,Normal
L,1383,44.5,6.44434554973822,176,0,Normal
L,1468,52.7,8.10090052356021,178,0,Normal
L,1363,53.1,7.578565445026178,183,0,Normal
L,1617,33.2,5.621403141361257,185,0,Normal
L,1815,27.0,5.131413612565445,190,0,Normal
L,1312,65.3,8.971057591623035,192,1,OSF
L,1671,26.8,4.689298429319372,199,0,Normal
L,2595,13.7,3.722670157068063,207,0,Normal
L,1457,39.6,6.041591623036649,215,0,Normal
L,1558,32.6,5.318408376963351,0,0,Normal
L,1564,36.8,6.0267225130890045,7,0,Normal
L,1455,55.3,8.425287958115183,9,0,Normal
L,1513,38.0,6.020314136125655,17,0,Normal
L,1507,41.8,6.596083769633507,19,0,Normal
L,1480,43.5,6.7413612565445025,21,0,Normal
L,1540,36.6,5.901989528795812,28,0,Normal
L,1417,46.9,6.958879581151833,35,0,Normal
L,1666,27.2,4.745047120418848,40,0,Normal
L,1489,45.8,7.14096335078534,42,0,Normal
L,1874,24.8,4.866513089005236,47,0,Normal
L,1312,73.6,10.111329842931937,49,1,PWF
L,1515,38.4,6.0917277486911,51,0,Normal
L,1516,44.4,7.048209424083769,53,0,Normal
L,1546,40.0,6.475392670157068,55,0,Normal
L,1481,40.9,6.342712041884817,57,0,Normal
L,1504,47.2,7.43338219895288,74,0,Normal
L,1436,44.2,6.6461989528795815,76,0,Normal
L,1406,47.1,6.934303664921466,83,0,Normal
L,1487,44.6,6.944523560209424,88,0,Normal
L,1436,54.1,8.134827225130891,90,0,Normal
L,1509,38.3,6.051801047120419,95,0,Normal
L,1543,36.9,5.961958115183246,97,0,Normal
L,1698,29.6,5.262910994764399,99,0,Normal
L,1740,29.2,5.32020942408377,110,0,Normal
L,1770,24.1,4.466701570680629,112,0,Normal
L,1516,46.0,7.302198952879581,119,0,Normal
L,1616,36.5,6.176335078534032,121,0,Normal
L,1786,26.1,4.88110994764398,123,0,Normal
L,1389,52.7,7.664952879581152,125,0,Normal
