机器质量等级,厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
M,29.350000000000023,38.75,1532,38.8,6.224251308900524,96,0,Normal
M,29.25,38.650000000000034,1539,39.9,6.429958115183246,101,0,Normal
M,29.150000000000034,38.650000000000034,1355,50.1,7.108429319371727,104,0,Normal
M,29.150000000000034,38.55000000000001,1504,37.3,5.874261780104712,107,0,Normal
M,29.150000000000034,38.55000000000001,1494,37.1,5.803916230366492,114,0,Normal
M,29.150000000000034,38.650000000000034,1363,54.0,7.707015706806283,119,1,RNF
M,29.150000000000034,38.650000000000034,1879,23.0,4.525340314136126,124,0,Normal
M,29.150000000000034,38.55000000000001,1540,28.9,4.660314136125654,149,0,Normal
M,29.150000000000034,38.75,1508,42.3,6.679413612565445,159,0,Normal
M,29.350000000000023,38.85000000000002,1521,40.2,6.402534031413613,174,0,Normal
M,29.350000000000023,38.85000000000002,1436,43.5,6.540942408376964,184,0,Normal
M,29.350000000000023,38.85000000000002,1451,43.2,6.563685863874346,189,0,Normal
M,29.150000000000034,38.55000000000001,1341,46.3,6.501392670157068,194,0,Normal
M,29.150000000000034,38.55000000000001,1640,31.5,5.4094240837696335,199,0,Normal
M,29.350000000000023,38.85000000000002,1445,54.8,8.2917277486911,0,0,Normal
M,29.25,38.950000000000045,1492,47.7,7.452188481675393,7,0,Normal
M,29.450000000000045,39.05000000000001,1458,38.8,5.923602094240837,34,0,Normal
M,29.350000000000023,38.950000000000045,1454,47.6,7.247162303664922,37,0,Normal
M,29.350000000000023,38.85000000000002,1642,29.1,5.003371727748692,46,0,Normal
M,29.25,38.650000000000034,1557,31.5,5.1356544502617805,49,0,Normal
M,29.350000000000023,38.650000000000034,1566,37.6,6.165612565445027,54,0,Normal
M,29.350000000000023,38.75,1298,57.5,7.815183246073299,57,0,Normal
M,29.350000000000023,38.75,1340,59.4,8.334659685863874,60,0,Normal
M,29.55000000000001,38.85000000000002,1944,21.4,4.356188481675392,71,0,Normal
M,29.55000000000001,38.85000000000002,1538,36.7,5.910429319371729,74,0,Normal
M,29.55000000000001,38.85000000000002,1652,31.0,5.362513089005236,81,0,Normal
M,29.75,39.05000000000001,1745,25.5,4.6594240837696335,98,0,Normal
M,29.950000000000045,39.150000000000034,1623,31.6,5.37034554973822,101,0,Normal
M,29.950000000000045,39.25,1378,50.1,7.229089005235602,104,0,Normal
M,29.850000000000023,39.150000000000034,1674,29.5,5.170994764397906,109,0,Normal
M,29.850000000000023,39.150000000000034,1483,38.8,6.02517277486911,114,0,Normal
M,29.850000000000023,39.05000000000001,1257,71.3,9.384722513089004,122,1,PWF
M,29.850000000000023,39.25,1645,29.6,5.098638743455497,129,0,Normal
M,29.75,39.05000000000001,1292,54.4,7.359664921465969,136,0,Normal
M,29.650000000000034,39.05000000000001,1469,36.9,5.676031413612566,143,0,Normal
M,29.650000000000034,39.05000000000001,1615,32.9,5.563717277486911,159,0,Normal
M,29.450000000000045,39.05000000000001,1353,56.5,8.004659685863874,168,0,Normal
M,29.350000000000023,38.85000000000002,1487,46.1,7.178083769633507,175,0,Normal
M,29.350000000000023,38.85000000000002,1591,29.4,4.897947643979057,192,0,Normal
M,29.25,38.650000000000034,1644,37.2,6.403853403141362,195,0,Normal
M,29.350000000000023,38.75,1414,51.6,7.640041884816755,205,0,Normal
M,29.350000000000023,38.85000000000002,1447,45.7,6.9243874345549745,210,0,Normal
M,29.150000000000034,38.35000000000002,1316,47.2,6.50420942408377,4,0,Normal
M,29.05000000000001,38.25,1372,55.1,7.915937172774869,9,0,Normal
M,29.150000000000034,38.35000000000002,1674,30.0,5.2586387434554975,12,0,Normal
M,29.150000000000034,38.35000000000002,1530,42.3,6.776858638743454,21,0,Normal
M,29.05000000000001,38.25,1539,35.1,5.656429319371728,24,0,Normal
M,29.05000000000001,38.25,1432,45.3,6.792628272251309,33,0,Normal
M,29.05000000000001,38.35000000000002,1479,39.5,6.117329842931937,36,0,Normal
M,29.05000000000001,38.55000000000001,1393,42.5,6.199214659685864,53,0,Normal
M,29.150000000000034,38.55000000000001,1453,42.5,6.466230366492146,56,0,Normal
M,29.05000000000001,38.55000000000001,1584,36.2,6.004272251308901,63,0,Normal
M,29.05000000000001,38.55000000000001,1466,49.0,7.521884816753927,66,0,Normal
M,29.05000000000001,38.450000000000045,1386,50.5,7.329109947643979,69,0,Normal
M,29.05000000000001,38.450000000000045,1592,37.7,6.284649214659686,79,0,Normal
M,29.150000000000034,38.55000000000001,1423,44.6,6.645633507853403,93,0,Normal
M,29.25,38.75,1313,55.7,7.658020942408378,102,0,Normal
M,29.25,38.650000000000034,1453,42.1,6.405371727748691,105,0,Normal
M,29.350000000000023,38.75,1347,54.3,7.658858638743455,125,0,Normal
M,29.150000000000034,38.650000000000034,1443,43.4,6.557717277486911,175,0,Normal
M,29.150000000000034,38.650000000000034,1475,48.0,7.4136125654450264,180,0,Normal
M,29.150000000000034,38.650000000000034,1557,34.1,5.5595497382198955,185,0,Normal
M,29.25,38.75,1398,50.1,7.334010471204189,188,0,Normal
M,29.150000000000034,38.650000000000034,1559,34.4,5.615664921465968,191,0,Normal
M,29.25,38.75,1422,46.4,6.9089842931937175,194,0,Normal
M,29.150000000000034,38.650000000000034,1463,35.7,5.4690157068062835,197,0,Normal
M,29.25,38.75,1439,36.6,5.514910994764398,212,0,Normal
M,29.05000000000001,38.55000000000001,1653,31.4,5.4349947643979055,2,0,Normal
M,29.150000000000034,38.55000000000001,1535,38.3,6.156073298429319,5,0,Normal
M,29.150000000000034,38.55000000000001,1483,40.5,6.289162303664922,8,0,Normal
M,29.05000000000001,38.450000000000045,1379,42.9,6.194670157068063,13,0,Normal
M,28.950000000000045,38.35000000000002,1635,31.6,5.410052356020943,23,0,Normal
M,29.05000000000001,38.55000000000001,1576,34.0,5.610890052356021,28,0,Normal
M,28.850000000000023,38.35000000000002,1366,52.3,7.480816753926702,54,0,Normal
M,28.75,38.150000000000034,1522,35.6,5.6736335078534035,63,0,Normal
M,28.55000000000001,38.05000000000001,1413,42.6,6.303015706806283,79,0,Normal
M,28.450000000000045,38.05000000000001,1415,46.5,6.889790575916231,82,0,Normal
M,28.55000000000001,37.950000000000045,1489,41.4,6.454931937172775,108,0,Normal
M,28.55000000000001,37.950000000000045,1618,36.7,6.21786387434555,115,0,Normal
M,28.650000000000034,37.950000000000045,1399,41.8,6.123371727748691,125,0,Normal
M,28.650000000000034,38.35000000000002,1416,49.0,7.265340314136125,136,0,Normal
M,28.55000000000001,38.05000000000001,1563,34.5,5.646439790575916,139,0,Normal
M,28.650000000000034,38.150000000000034,1542,40.1,6.474785340314137,142,0,Normal
M,28.650000000000034,38.150000000000034,1624,31.6,5.37365445026178,145,0,Normal
M,28.75,38.35000000000002,1492,40.8,6.374198952879581,150,0,Normal
M,28.75,38.25,1465,39.9,6.120785340314137,153,0,Normal
M,28.25,37.75,1557,39.3,6.407340314136126,174,0,Normal
M,28.25,37.75,1489,38.9,6.065141361256544,179,0,Normal
M,28.150000000000034,37.85000000000002,1402,47.5,6.973298429319372,197,0,Normal
M,28.150000000000034,37.85000000000002,1463,50.2,7.690324607329844,214,0,Normal
M,28.150000000000034,37.950000000000045,1492,41.2,6.43669109947644,223,0,Normal
M,28.05000000000001,37.950000000000045,1574,34.3,5.6532146596858635,4,0,Normal
M,28.150000000000034,38.05000000000001,1438,42.4,6.384418848167539,7,0,Normal
M,28.150000000000034,37.950000000000045,1834,25.4,4.877863874345549,22,0,Normal
M,28.25,38.05000000000001,1476,36.5,5.6412565445026175,25,0,Normal
M,28.25,38.05000000000001,1541,36.3,5.857413612565445,28,0,Normal
M,28.150000000000034,37.950000000000045,1581,30.9,5.115486910994764,31,0,Normal
M,28.150000000000034,37.950000000000045,1678,30.7,5.394198952879581,34,0,Normal
M,28.25,38.05000000000001,1727,26.5,4.792198952879581,43,0,Normal
M,28.25,38.05000000000001,1434,47.6,7.147476439790577,52,0,Normal
M,28.05000000000001,37.75,1424,45.2,6.739769633507854,68,0,Normal
M,28.25,37.950000000000045,1758,25.4,4.6757277486910995,88,0,Normal
M,28.25,37.85000000000002,1486,36.5,5.679476439790576,91,0,Normal
M,28.350000000000023,37.950000000000045,1402,40.0,5.872251308900523,94,0,Normal
M,28.350000000000023,37.85000000000002,1504,42.6,6.708942408376964,109,0,Normal
M,28.350000000000023,37.950000000000045,1396,43.5,6.3587434554973825,112,0,Normal
M,28.350000000000023,37.950000000000045,1660,33.8,5.875183246073298,115,0,Normal
M,28.350000000000023,37.85000000000002,1577,39.7,6.555696335078534,118,0,Normal
M,28.150000000000034,37.950000000000045,1438,43.0,6.474764397905759,137,0,Normal
M,28.350000000000023,37.950000000000045,1507,38.6,6.091120418848168,149,0,Normal
M,28.25,37.85000000000002,1234,55.8,7.210178010471204,152,0,Normal
M,28.150000000000034,37.85000000000002,1410,52.7,7.7808376963350785,161,0,Normal
M,28.05000000000001,37.75,1460,46.7,7.139476439790576,166,0,Normal
M,27.850000000000023,37.55000000000001,1517,40.2,6.385696335078534,171,0,Normal
M,27.75,37.55000000000001,1485,41.0,6.375392670157068,181,0,Normal
M,27.650000000000034,37.35000000000002,1330,59.0,8.216753926701571,190,0,Normal
M,27.650000000000034,37.150000000000034,1526,36.3,5.800397905759162,205,0,Normal
M,27.650000000000034,37.150000000000034,1458,43.4,6.625884816753927,0,0,Normal
M,27.650000000000034,37.25,1288,64.0,8.631623036649215,3,0,Normal
M,27.55000000000001,37.150000000000034,1659,29.8,5.176774869109948,6,0,Normal
M,27.450000000000045,37.05000000000001,1532,38.7,6.20820942408377,16,0,Normal
M,27.25,37.150000000000034,1537,35.0,5.632984293193717,33,0,Normal
M,27.05000000000001,36.950000000000045,1619,31.3,5.306251308900524,38,0,Normal
M,27.05000000000001,36.950000000000045,1550,38.7,6.281151832460734,45,0,Normal
M,27.350000000000023,37.25,1548,37.3,6.046115183246073,65,0,Normal
M,27.450000000000045,37.35000000000002,1462,41.3,6.322575916230367,68,0,Normal
M,27.450000000000045,37.450000000000045,1427,52.8,7.889591623036648,75,0,Normal
M,27.55000000000001,37.450000000000045,1484,38.0,5.904921465968586,84,0,Normal
M,27.650000000000034,37.650000000000034,1415,44.5,6.593455497382199,87,0,Normal
M,27.55000000000001,37.650000000000034,1465,45.2,6.933821989528796,92,0,Normal
M,27.55000000000001,37.650000000000034,1506,44.0,6.938638743455497,97,0,Normal
M,27.55000000000001,37.75,1486,38.9,6.052921465968587,106,0,Normal
M,27.25,37.650000000000034,1491,35.9,5.604910994764398,148,0,Normal
M,27.450000000000045,37.55000000000001,1654,32.0,5.542198952879581,180,0,Normal
M,27.55000000000001,37.55000000000001,1347,46.5,6.55869109947644,183,0,Normal
M,27.55000000000001,37.55000000000001,1343,51.6,7.25641884816754,211,0,Normal
M,27.55000000000001,37.450000000000045,1407,42.4,6.246785340314136,218,0,Normal
M,27.350000000000023,37.05000000000001,1386,48.2,6.99530890052356,225,0,Normal
M,27.350000000000023,37.05000000000001,1571,34.6,5.691790575916231,228,0,Normal
M,27.25,37.05000000000001,1613,36.9,6.232429319371727,231,0,Normal
M,27.25,37.05000000000001,1671,30.5,5.336701570680629,234,1,TWF
M,27.25,37.05000000000001,1380,47.3,6.834973821989528,5,0,Normal
M,27.450000000000045,37.35000000000002,2156,18.0,4.063664921465969,16,0,Normal
M,27.55000000000001,37.450000000000045,1349,54.5,7.69848167539267,19,0,Normal
M,27.650000000000034,37.650000000000034,1520,38.0,6.048167539267015,45,0,Normal
M,27.650000000000034,37.75,1557,31.6,5.1519581151832465,52,0,Normal
M,27.55000000000001,37.75,1369,51.2,7.339560209424084,63,0,Normal
M,27.55000000000001,37.85000000000002,1413,44.3,6.554544502617801,72,0,Normal
M,27.55000000000001,37.650000000000034,1452,47.9,7.282806282722514,77,0,Normal
M,27.450000000000045,37.650000000000034,1389,48.1,6.995905759162304,88,0,Normal
M,27.450000000000045,37.75,1702,30.3,5.40006282722513,91,0,Normal
M,27.450000000000045,37.85000000000002,1401,54.6,8.009905759162304,94,0,Normal
M,27.55000000000001,37.950000000000045,1438,46.6,7.016837696335079,103,0,Normal
M,27.55000000000001,37.85000000000002,1418,49.3,7.320146596858638,106,0,Normal
M,27.650000000000034,37.85000000000002,1580,36.6,6.0552879581151835,109,0,Normal
M,27.55000000000001,37.75,1468,41.8,6.425382198952879,112,0,Normal
M,27.650000000000034,37.75,1522,41.7,6.645801047120419,115,0,Normal
M,27.75,37.85000000000002,1556,38.8,6.321759162303665,127,0,Normal
M,27.75,37.85000000000002,1567,34.3,5.628073298429319,130,0,Normal
M,27.75,37.950000000000045,1546,37.7,6.103057591623037,133,0,Normal
M,27.75,37.75,1636,35.3,6.0472041884816745,153,0,Normal
M,27.950000000000045,38.05000000000001,1407,53.0,7.80848167539267,165,0,Normal
M,27.850000000000023,37.75,2047,17.9,3.836785340314136,178,0,Normal
M,27.75,37.650000000000034,1452,43.6,6.629026178010472,185,0,Normal
M,27.75,37.650000000000034,1695,30.2,5.360104712041885,188,0,Normal
M,27.75,37.650000000000034,1790,26.2,4.910785340314136,191,0,Normal
M,27.850000000000023,37.650000000000034,1533,39.3,6.308575916230366,194,0,Normal
M,27.650000000000034,37.55000000000001,1371,44.7,6.417141361256545,205,0,Normal
M,27.650000000000034,37.450000000000045,1505,36.2,5.7048167539267025,0,0,Normal
M,27.75,37.650000000000034,1599,33.0,5.525340314136126,7,0,Normal
M,27.75,37.650000000000034,1402,48.1,7.061382198952879,22,0,Normal
M,27.75,37.55000000000001,1452,47.3,7.19158115183246,25,0,Normal
M,27.650000000000034,37.55000000000001,1483,40.8,6.335748691099476,28,0,Normal
M,27.650000000000034,37.55000000000001,1924,22.4,4.512837696335079,36,0,Normal
M,27.650000000000034,37.55000000000001,1886,21.1,4.166973821989529,44,0,Normal
M,27.650000000000034,37.650000000000034,1461,41.3,6.318251308900523,53,0,Normal
M,27.650000000000034,37.75,1522,46.2,7.36297382198953,56,0,Normal
M,27.650000000000034,37.75,1678,28.1,4.937361256544503,63,0,Normal
M,27.650000000000034,37.75,1514,38.7,6.135267015706806,66,0,Normal
M,27.55000000000001,37.650000000000034,1486,41.2,6.410806282722514,71,0,Normal
M,27.55000000000001,37.650000000000034,1724,30.0,5.4157068062827225,76,0,Normal
M,27.650000000000034,37.650000000000034,1549,35.5,5.758062827225131,79,0,Normal
M,27.75,37.950000000000045,1325,61.4,8.518848167539266,88,0,Normal
M,27.75,38.05000000000001,1472,40.0,6.16544502617801,93,0,Normal
M,27.75,37.75,1727,30.1,5.443214659685864,102,0,Normal
M,27.850000000000023,37.85000000000002,1508,46.9,7.405780104712042,113,0,Normal
M,27.75,37.650000000000034,1988,19.7,4.10090052356021,136,0,Normal
M,27.650000000000034,37.55000000000001,1452,43.0,6.537801047120419,139,0,Normal
M,27.850000000000023,37.75,1575,34.6,5.706282722513089,150,0,Normal
M,27.950000000000045,37.950000000000045,1615,37.7,6.375445026178011,153,0,Normal
M,27.950000000000045,37.950000000000045,1436,41.8,6.2853193717277485,156,0,Normal
M,27.950000000000045,37.950000000000045,1470,40.6,6.249424083769633,159,0,Normal
M,27.950000000000045,37.950000000000045,2089,19.8,4.331120418848168,162,0,Normal
M,27.850000000000023,37.950000000000045,1420,47.4,7.047958115183246,167,0,Normal
M,27.950000000000045,37.950000000000045,1592,35.7,5.95124607329843,174,0,Normal
M,27.850000000000023,37.75,1765,24.2,4.472565445026178,179,0,Normal
M,27.75,37.55000000000001,1362,51.6,7.359078534031413,212,0,Normal
M,27.55000000000001,37.450000000000045,1778,27.1,5.045424083769634,215,0,Normal
M,27.950000000000045,37.75,1396,45.1,6.592628272251309,12,0,Normal
M,27.950000000000045,37.85000000000002,1413,46.6,6.894848167539267,30,0,Normal
M,27.850000000000023,37.75,1910,21.9,4.38,37,0,Normal
M,27.850000000000023,37.75,1554,32.7,5.321026178010472,59,0,Normal
M,27.850000000000023,37.75,1510,44.5,7.036125654450262,66,0,Normal
M,27.75,37.650000000000034,1519,34.9,5.551109947643979,73,0,Normal
M,27.75,37.55000000000001,1696,27.3,4.848251308900524,76,0,Normal
M,27.650000000000034,37.450000000000045,1669,28.4,4.96330890052356,79,0,Normal
M,27.55000000000001,37.450000000000045,1418,46.3,6.874701570680628,84,0,Normal
M,27.850000000000023,37.55000000000001,1455,46.1,7.023612565445026,103,0,Normal
M,28.05000000000001,37.75,1359,50.8,7.2290261780104705,118,0,Normal
M,27.950000000000045,37.75,1552,37.9,6.159246073298429,126,0,Normal
M,28.05000000000001,37.85000000000002,1424,41.4,6.173151832460733,131,0,Normal
M,28.150000000000034,37.85000000000002,1641,33.0,5.670471204188481,145,0,Normal
M,28.150000000000034,37.85000000000002,1495,40.8,6.387015706806282,148,0,Normal
M,28.150000000000034,37.75,1512,36.9,5.842178010471204,159,0,Normal
M,28.05000000000001,37.55000000000001,1394,42.8,6.247455497382199,168,0,Normal
M,27.850000000000023,37.25,1665,30.9,5.387277486910995,177,0,Normal
M,27.650000000000034,37.05000000000001,1598,36.5,6.1075392670157065,195,0,Normal
M,27.950000000000045,37.55000000000001,1583,40.7,6.746397905759163,2,0,Normal
M,28.05000000000001,37.650000000000034,1396,47.4,6.928837696335078,5,0,Normal
M,27.850000000000023,37.450000000000045,1698,27.3,4.853968586387435,14,0,Normal
M,27.75,37.35000000000002,1444,43.2,6.532020942408377,27,0,Normal
M,27.75,37.35000000000002,1702,29.3,5.221842931937172,32,0,Normal
M,27.950000000000045,37.450000000000045,1429,52.7,7.885685863874346,35,0,Normal
M,28.05000000000001,37.55000000000001,1543,32.9,5.3156753926701565,40,0,Normal
M,28.05000000000001,37.55000000000001,1527,41.1,6.571696335078535,53,0,Normal
M,28.150000000000034,37.650000000000034,1455,41.2,6.277068062827226,56,0,Normal
M,28.150000000000034,37.650000000000034,1418,45.4,6.741068062827225,59,0,Normal
M,28.05000000000001,37.650000000000034,1734,31.3,5.683162303664922,64,0,Normal
M,28.05000000000001,37.55000000000001,1426,46.1,6.883623036649215,67,0,Normal
M,27.950000000000045,37.450000000000045,1479,41.1,6.365120418848168,72,0,Normal
M,27.950000000000045,37.35000000000002,1547,35.8,5.799225130890052,81,0,Normal
M,27.950000000000045,37.35000000000002,1309,60.7,8.320031413612567,100,0,Normal
M,28.05000000000001,37.450000000000045,1576,39.6,6.5350366492146605,109,0,Normal
M,27.950000000000045,37.35000000000002,1603,32.6,5.472020942408378,121,0,Normal
M,27.650000000000034,36.950000000000045,1686,26.9,4.749047120418847,128,0,Normal
M,27.75,37.05000000000001,1533,38.1,6.115947643979058,137,0,Normal
M,27.850000000000023,37.25,1793,25.0,4.693717277486911,142,0,Normal
M,27.850000000000023,37.25,1517,46.1,7.322900523560209,145,0,Normal
M,27.75,37.150000000000034,1416,50.9,7.5470575916230365,152,0,Normal
M,27.650000000000034,37.05000000000001,1304,52.5,7.168586387434555,157,0,Normal
M,27.55000000000001,36.950000000000045,1483,40.2,6.242575916230367,162,0,Normal
M,27.55000000000001,36.950000000000045,1367,52.6,7.52923560209424,167,0,Normal
M,27.55000000000001,36.85000000000002,1641,34.6,5.945403141361258,178,0,Normal
M,27.350000000000023,36.85000000000002,1580,37.0,6.121465968586388,181,0,Normal
M,27.350000000000023,36.75,1994,19.8,4.1341570680628275,189,0,Normal
M,27.25,36.75,1415,31.8,4.711727748691099,192,0,Normal
M,27.25,36.650000000000034,1725,30.4,5.491099476439791,195,0,Normal
M,27.25,36.650000000000034,1430,43.4,6.498638743455498,198,0,Normal
M,27.25,36.650000000000034,1435,43.6,6.551413612565445,203,0,Normal
M,27.25,36.650000000000034,1421,47.2,7.023162303664921,0,0,Normal
M,27.150000000000034,36.650000000000034,1444,42.0,6.350575916230366,3,0,Normal
M,26.850000000000023,36.450000000000045,1491,42.0,6.557277486910995,29,0,Normal
M,26.950000000000045,36.55000000000001,1420,48.4,7.196649214659685,36,0,Normal
M,27.05000000000001,36.650000000000034,1466,45.7,7.01530890052356,41,0,Normal
M,26.950000000000045,36.55000000000001,1348,57.3,8.088,48,0,Normal
M,26.850000000000023,36.450000000000045,1618,36.2,6.133151832460734,53,0,Normal
M,26.75,36.450000000000045,1489,41.7,6.501706806282723,56,0,Normal
M,26.75,36.35000000000002,1412,57.9,8.560712041884818,59,0,Normal
M,26.75,36.35000000000002,2065,18.1,3.9137696335078536,62,0,Normal
M,26.850000000000023,36.450000000000045,1423,48.7,7.2565549738219906,67,0,Normal
M,26.850000000000023,36.35000000000002,1879,22.4,4.407287958115183,79,0,Normal
M,27.05000000000001,36.650000000000034,1487,39.2,6.103706806282723,122,0,Normal
M,27.05000000000001,36.55000000000001,1413,43.0,6.362198952879581,137,0,Normal
M,27.05000000000001,36.55000000000001,1408,44.0,6.487120418848168,144,0,Normal
M,26.950000000000045,36.450000000000045,1376,52.1,7.5067643979057594,147,0,Normal
M,26.850000000000023,36.450000000000045,1587,32.6,5.417403141361257,152,0,Normal
M,26.950000000000045,36.450000000000045,1501,38.0,5.972565445026178,157,0,Normal
M,26.850000000000023,36.450000000000045,1573,39.7,6.5390680628272255,162,0,Normal
M,26.950000000000045,36.450000000000045,1584,36.7,6.087204188481675,165,0,Normal
M,27.05000000000001,36.55000000000001,1183,61.4,7.605884816753926,170,0,Normal
M,27.150000000000034,36.75,1611,29.0,4.892041884816754,177,0,Normal
M,27.25,36.85000000000002,1560,42.3,6.909738219895288,186,0,Normal
M,27.25,36.950000000000045,1457,35.1,5.355047120418849,193,0,Normal
M,27.150000000000034,36.85000000000002,1537,37.5,6.035340314136126,6,0,Normal
M,27.150000000000034,36.85000000000002,1409,43.2,6.3736963350785345,9,0,Normal
M,27.05000000000001,36.650000000000034,1743,24.1,4.398565445026178,18,0,Normal
M,27.05000000000001,36.650000000000034,1394,47.4,6.918910994764397,21,0,Normal
M,27.150000000000034,36.75,1447,46.5,7.045602094240838,28,0,Normal
M,27.150000000000034,36.75,1494,38.5,6.022931937172775,33,0,Normal
M,27.650000000000034,37.150000000000034,1270,61.0,8.112041884816755,54,0,Normal
M,27.55000000000001,37.150000000000034,1471,40.2,6.192062827225131,59,0,Normal
M,27.450000000000045,36.85000000000002,1302,62.9,8.575476439790576,87,0,Normal
M,27.450000000000045,36.85000000000002,1397,55.2,8.074806282722514,90,0,Normal
M,27.350000000000023,36.75,1735,27.0,4.9052356020942405,107,0,Normal
M,27.350000000000023,36.650000000000034,1416,48.5,7.1912041884816755,110,0,Normal
M,27.25,36.450000000000045,1521,35.0,5.5743455497382195,119,0,Normal
M,27.350000000000023,36.55000000000001,1347,54.3,7.658858638743455,136,0,Normal
M,27.55000000000001,36.650000000000034,1490,38.8,6.053612565445025,173,0,Normal
M,27.650000000000034,36.75,1444,46.0,6.955392670157068,180,0,Normal
M,27.450000000000045,36.650000000000034,1694,31.1,5.516586387434555,187,0,Normal
M,27.75,36.85000000000002,1416,46.6,6.909486910994765,201,0,Normal
M,27.75,36.85000000000002,1600,36.0,6.031413612565445,204,0,Normal
M,27.75,36.75,1465,42.9,6.580994764397905,209,0,Normal
M,27.850000000000023,36.950000000000045,1681,27.4,4.822973821989528,212,0,Normal
M,28.05000000000001,36.950000000000045,2280,15.7,3.7482722513089004,11,0,Normal
M,27.950000000000045,36.85000000000002,1433,48.1,7.2175183246073304,14,0,Normal
M,28.05000000000001,36.950000000000045,1666,34.9,6.088314136125653,37,0,Normal
M,27.950000000000045,37.05000000000001,1850,27.7,5.365968586387434,44,0,Normal
M,28.150000000000034,37.35000000000002,1481,39.7,6.156617801047121,85,0,Normal
M,28.25,37.55000000000001,1368,63.7,9.124774869109949,92,1,PWF
M,28.25,37.55000000000001,1470,46.5,7.157591623036649,101,0,Normal
M,28.25,37.650000000000034,1738,30.3,5.514282722513089,104,0,Normal
M,28.25,37.650000000000034,1530,39.9,6.392356020942408,107,0,Normal
M,28.25,37.55000000000001,1639,29.8,5.114366492146598,127,0,Normal
M,28.350000000000023,37.450000000000045,1638,31.9,5.471434554973822,137,0,Normal
M,28.350000000000023,37.450000000000045,1447,41.9,6.34861780104712,140,0,Normal
M,28.350000000000023,37.55000000000001,1871,21.3,4.173015706806283,152,0,Normal
M,28.150000000000034,37.450000000000045,1499,36.1,5.6663769633507854,163,0,Normal
M,28.25,37.55000000000001,1375,42.0,6.047120418848167,168,0,Normal
M,28.150000000000034,37.450000000000045,1378,49.4,7.128083769633507,173,0,Normal
M,28.25,37.450000000000045,1855,25.3,4.914293193717278,178,0,Normal
M,28.25,37.35000000000002,1451,45.3,6.882753926701571,183,0,Normal
M,28.350000000000023,37.35000000000002,1503,38.2,6.0120000000000005,200,0,Normal
M,28.350000000000023,37.35000000000002,1600,32.8,5.495287958115182,205,0,Normal
M,28.450000000000045,37.55000000000001,1813,24.6,4.670136125654451,210,0,Normal
M,28.450000000000045,37.450000000000045,1553,38.9,6.325832460732984,0,0,Normal
M,28.450000000000045,37.55000000000001,1457,47.8,7.292628272251308,7,0,Normal
M,28.350000000000023,37.55000000000001,1460,38.6,5.901151832460733,14,0,Normal
M,28.350000000000023,37.55000000000001,1454,39.4,5.998701570680628,17,0,Normal
M,28.350000000000023,37.450000000000045,1424,47.0,7.008167539267015,26,0,Normal
M,28.350000000000023,37.55000000000001,1347,47.9,6.7561570680628265,29,0,Normal
M,28.350000000000023,37.450000000000045,1403,47.4,6.963581151832461,34,0,Normal
M,28.350000000000023,37.450000000000045,1573,37.4,6.160230366492146,37,0,Normal
M,28.450000000000045,37.450000000000045,1691,30.1,5.329748691099477,40,0,Normal
M,28.350000000000023,37.25,1593,36.8,6.138471204188481,50,0,Normal
M,28.55000000000001,37.450000000000045,1380,45.8,6.618219895287957,70,0,Normal
M,28.450000000000045,37.450000000000045,1309,65.8,9.019078534031413,75,1,PWF
M,28.55000000000001,37.55000000000001,1627,31.3,5.332471204188481,78,0,Normal
M,28.450000000000045,37.55000000000001,1791,23.8,4.463434554973822,81,0,Normal
M,28.55000000000001,37.55000000000001,1861,21.8,4.248146596858639,84,0,Normal
M,28.55000000000001,37.55000000000001,1442,41.1,6.205884816753927,89,0,Normal
M,28.450000000000045,37.55000000000001,1421,44.4,6.606534031413613,94,0,Normal
M,28.55000000000001,37.450000000000045,1876,22.1,4.341319371727749,99,0,Normal
M,28.450000000000045,37.35000000000002,1414,49.3,7.299497382198952,106,0,Normal
M,28.350000000000023,37.25,1378,55.3,7.979413612565445,109,0,Normal
M,28.350000000000023,37.35000000000002,1737,29.3,5.329225130890052,114,0,Normal
M,28.350000000000023,37.35000000000002,1774,25.5,4.736858638743455,121,0,Normal
M,28.350000000000023,37.35000000000002,1308,60.5,8.28628272251309,139,0,Normal
M,28.350000000000023,37.25,1486,39.6,6.161842931937173,144,0,Normal
M,28.350000000000023,37.25,1350,54.9,7.760732984293194,153,0,Normal
M,28.350000000000023,37.25,1276,55.6,7.428858638743456,158,0,Normal
M,28.25,37.150000000000034,1610,29.1,4.90586387434555,166,0,Normal
M,28.25,37.25,1553,44.7,7.269015706806283,173,0,Normal
M,28.150000000000034,37.25,1501,39.8,6.255476439790575,187,0,Normal
M,28.150000000000034,37.25,2093,18.7,4.098335078534031,190,0,Normal
M,28.350000000000023,37.55000000000001,1336,65.6,9.177130890052355,0,1,PWF
M,28.55000000000001,37.85000000000002,1510,47.8,7.557905759162304,27,0,Normal
M,28.650000000000034,37.85000000000002,1839,23.6,4.544544502617801,30,0,Normal
M,28.650000000000034,37.85000000000002,1756,26.7,4.90944502617801,33,0,Normal
M,28.55000000000001,37.75,1300,62.7,8.535078534031413,36,0,Normal
M,28.55000000000001,37.85000000000002,1311,55.8,7.660083769633508,39,0,Normal
M,28.55000000000001,37.650000000000034,1516,40.4,6.413235602094241,48,0,Normal
